Iesabel,2.4619489937260655
Deus Ex: The Fall,2.1600814895378475
Frozen Hearth,2.1346153846153846
Miner Wars 2081,1.955690826727067
Akaneiro: Demon Hunters,1.788848872882486
Otherland MMO,1.7818045882028881
Ragnarok Journey,1.7244626554525195
 (Chinese PaladinSword and Fairy),1.466883116883117
Invasion: Brain Craving,1.3401563610518834
Space Hack,1.3235031493592682
Wild Season,1.266796970437332
DUNGEONS - Steam Special Edition,1.2455205437133148
BioShock 2 Remastered,1.1368591439125737
Puzzle Quest: Galactrix,1.1150096292729899
Sphere III: Enchanted World,1.0996096882853017
Ravensword: Shadowlands,1.0972532304986131
Worlds of Magic,1.0680237831301018
R.A.W. Realms of Ancient War,1.0666684388208085
Perfect World International,1.0588235294117647
Star Trek Timelines,1.0461545211249068
3079 -- Block Action RPG,1.0455840455840457
Might & Magic: Heroes VI,1.0421403870295365
ArcaniA,1.0359118264358351
Firefly Online Cortex,0.9767149809010518
Gothic 3: Forsaken Gods Enhanced Edition,0.9380087005332585
Wanderlust: Rebirth,0.9283627025591075
King Arthur II: The Role-Playing Wargame,0.9113472198891316
Karos,0.8853705442998344
Realms of Arkania: Blade of Destiny,0.8779624872776621
Sword Coast Legends,0.8460489844140501
DarkEnd,0.8433986322012287
QuestRun,0.8330824404498363
Trinium Wars,0.8151260504201681
Shroud of the Avatar: Forsaken Virtues,0.8120630221824059
Disciples III - Renaissance Steam Special Edition,0.7941218775471066
KnightShift,0.7890601925689644
Vikings - Wolves of Midgard,0.7849558563861094
Lantern Forge,0.7739305485656768
Dragomon Hunter,0.759493670886076
Marvel: Ultimate Alliance,0.7411901441190144
Krater,0.7410735805529731
The Incredible Adventures of Van Helsing III,0.7311517681728881
(Tale of Wuxia:The Pre-Sequel),0.7102581637886819
99 Spirits,0.7060702875399361
Blood and Gold: Caribbean!,0.6968852682424554
Lichdom: Battlemage,0.6947312869283251
Two Worlds II HD,0.6831110619935284
Freedom Force,0.6718123968889936
Ragnarok Online 2,0.6669035762362443
Blood Knights,0.6658034160999525
Florensia,0.6643038475487125
Guardians of Ember,0.6635922054848892
Echo of Soul,0.6574756874518054
Lords Of The Fallen,0.6515368555979902
RPG Tycoon,0.6433014676181499
Dungeon Siege III,0.6420188502552638
The I of the Dragon,0.6315226630837149
FINAL FANTASY TYPE-0 HD,0.628543903110377
Blackguards,0.6276510107133629
Grotesque Tactics: Evil Heroes,0.6274488060915208
GabeN: The Final Decision,0.6231613976705491
Victim of Xen,0.6171457359567858
Champions of Regnum,0.6145370946053412
Planar Conquest,0.610952314556609
Grimoire : Heralds of the Winged Exemplar,0.5966181735090259
Block Story,0.5950669569626293
Adventurer Manager,0.5927413924675675
FINAL FANTASY XIII-2,0.5865547539609063
Heroine Anthem Zero,0.5687563064345036
Shadows: Heretic Kingdoms,0.5485123749341759
Marauder,0.5142304800773279
Avencast: Rise of the Mage,0.5138407127797049
Bound By Flame,0.5106365699679856
Shadowrun Chronicles - Boston Lockdown,0.5105498062680858
Valnir Rok Survival RPG,0.5035992394060123
Rise of the Argonauts,0.5015500647788266
The Incredible Adventures of Van Helsing II,0.4987191014003672
The Mighty Quest For Epic Loot,0.49611298263798914
Septerra Core,0.4911542060049332
Might & Magic X - Legacy,0.4856922898146534
Demonicon,0.4847834049212533
Blackguards 2,0.48413098236775814
Warhammer Quest,0.48230743517501556
Uncharted Waters Online: Age of Revolution,0.4758454106280194
Windforge,0.47433704020530365
Jagged Alliance - Back in Action,0.47211673849042113
Sky Break,0.4701918503250356
Inquisitor,0.46231455421456846
Ascend: Hand of Kul,0.4547297297297297
Battlepaths,0.45024779202082016
MOBIUS FINAL FANTASY,0.4440859110060631
ROSE Online,0.44315517488875056
The Technomancer,0.44315354417781705
King's Bounty: Dark Side,0.4397095709570956
Torment: Tides of Numenera,0.4392128404337061
Wurm Unlimited,0.43106097291222034
Two Worlds Epic Edition,0.4256609341899855
VoidExpanse,0.42555798687089713
UnnyWorld - Battle Royale,0.4241592920353983
Nights of Azure,0.4239089093848055
